scientificNameID	scientificName	originalNameUsageID	originalNameUsage
https://id.biodiversity.org.au/name/algae/20011716	Acrosorium ciliolatum (Harv.) Kylin	https://id.biodiversity.org.au/name/algae/20011715	Nitophyllum ciliolatum Harv.
https://id.biodiversity.org.au/name/algae/20010471	Acrosorium minus (Sond.) Kylin	https://id.biodiversity.org.au/name/algae/20009227	Cryptopleura minor Sond.
https://id.biodiversity.org.au/name/algae/20010357	Acrosorium venulosum (Zanardini) Kylin	https://id.biodiversity.org.au/name/algae/20010356	Nitophyllum venulosum Zanardini
https://id.biodiversity.org.au/name/algae/20008915	Acrothamnion preissii (Sond.) E.M.Woll.	https://id.biodiversity.org.au/name/algae/20008910	Callithamnion preissii Sond.
https://id.biodiversity.org.au/name/algae/20006943	Acrotylus prismaticus (J.Agardh) J.Agardh	https://id.biodiversity.org.au/name/algae/20010394	Dumontia prismatica J.Agardh
https://id.biodiversity.org.au/name/algae/20231871	Actinocyclus cuneiformis (G.C.Wall.) F.Gómez, Lu Wang & Senjie Lin	https://id.biodiversity.org.au/name/algae/20156683	Hemidiscus cuneiformis G.C.Wall.
https://id.biodiversity.org.au/name/algae/20156677	Actinocyclus kuetzingii (A.W.F.Schmidt) Simonsen	https://id.biodiversity.org.au/name/algae/20157485	Coscinodiscus kuetzingii A.W.F.Schmidt
https://id.biodiversity.org.au/name/algae/20156678	Actinocyclus normanii (W.Greg. ex Grev.) Hust.	https://id.biodiversity.org.au/name/algae/20157486	Coscinodiscus normanii W.Greg. ex Grev.
https://id.biodiversity.org.au/name/algae/20160587	Actinocyclus octonarius var. ralfsii (W.Sm.) Hendey	https://id.biodiversity.org.au/name/algae/20157484	Eupodiscus ralfsii W.Sm.
https://id.biodiversity.org.au/name/algae/20156680	Actinocyclus subtilis (W.Greg.) Ralfs	https://id.biodiversity.org.au/name/algae/20157488	Eupodiscus subtilis W.Greg.
https://id.biodiversity.org.au/name/algae/20159552	Actinoptychus senarius (Ehrenb.) Ehrenb.	https://id.biodiversity.org.au/name/algae/20157478	Actinocyclus senarius Ehrenb.
https://id.biodiversity.org.au/name/algae/20156668	Actinoptychus splendens (Shadbolt) Ralfs ex A.Pritch.	https://id.biodiversity.org.au/name/algae/20157481	Actinosphaenia splendens Shadbolt
https://id.biodiversity.org.au/name/algae/20156669	Actinoptychus trilingulatus (Brightw.) Ralfs	https://id.biodiversity.org.au/name/algae/20157483	Actinocyclus trilingulatus Brightw.
https://id.biodiversity.org.au/name/algae/20157480	Actinoptychus undulatus (Kütz.) Ralfs	https://id.biodiversity.org.au/name/algae/20157479	Actinocyclus undulatus Kütz.
https://id.biodiversity.org.au/name/algae/20088522	Actinotaenium australe (Racib.) Croasdale	https://id.biodiversity.org.au/name/algae/20086446	Penium australe Racib.
https://id.biodiversity.org.au/name/algae/20089122	Actinotaenium cordanum (Bréb. ex Rabenh.) Ruzicka & Pouzar	https://id.biodiversity.org.au/name/algae/20086864	Cosmarium cordanum Bréb. ex Rabenh.
