ID	rank	scientificName	uninomial	genus	specificEpithet	infraspecificEpithet	authorship	code	status
https://id.biodiversity.org.au/name/lichen/30022500	species	Amandinea turgescens (Nyl.) Marbach		Amandinea	turgescens		(Nyl.) Marbach	botanical	
https://id.biodiversity.org.au/name/lichen/30238183	species	Amandinea turgescens (Nyl.) Marbach		Amandinea	turgescens		(Nyl.) Marbach	botanical	
https://id.biodiversity.org.au/name/lichen/30179332	species	Amandinea variabilis Elix, Blaha & H.Mayrhofer		Amandinea	variabilis		Elix, Blaha & H.Mayrhofer	botanical	
https://id.biodiversity.org.au/name/lichen/30179645	species	Amandinea vitellina Blaha, Elix & H.Mayrhofer		Amandinea	vitellina		Blaha, Elix & H.Mayrhofer	botanical	
https://id.biodiversity.org.au/name/lichen/30021340	genus	Amphiloma Nyl.	Amphiloma				Nyl.	botanical	
https://id.biodiversity.org.au/name/lichen/30021749	species	Amphiloma glaucescens F.Wilson		Amphiloma	glaucescens		F.Wilson	botanical	
https://id.biodiversity.org.au/name/lichen/30021339	species	Amphiloma granulosa Müll.Arg.		Amphiloma	granulosa		Müll.Arg.	botanical	
https://id.biodiversity.org.au/name/lichen/30021364	species	Amphiloma microlobum Müll.Arg.		Amphiloma	microlobum		Müll.Arg.	botanical	
https://id.biodiversity.org.au/name/lichen/30021367	species	Amphiloma murorum (Hoffm.) Körb.		Amphiloma	murorum		(Hoffm.) Körb.	botanical	
https://id.biodiversity.org.au/name/lichen/30021366	variety	Amphiloma murorum var. areolatum Müll.Arg.		Amphiloma	murorum	areolatum	Müll.Arg.	botanical	
https://id.biodiversity.org.au/name/lichen/30021368	variety	Amphiloma murorum var. bicolor Müll.Arg.		Amphiloma	murorum	bicolor	Müll.Arg.	botanical	
https://id.biodiversity.org.au/name/lichen/30021369	variety	Amphiloma murorum var. obliterata (Pers.) Körb.		Amphiloma	murorum	obliterata	(Pers.) Körb.	botanical	
https://id.biodiversity.org.au/name/lichen/30016403	genus	Amphorothecium P.M.McCarthy, Kantvilas & Elix	Amphorothecium				P.M.McCarthy, Kantvilas & Elix	botanical	
https://id.biodiversity.org.au/name/lichen/30016404	species	Amphorothecium occultum P.M.McCarthy, Kantvilas & Elix		Amphorothecium	occultum		P.M.McCarthy, Kantvilas & Elix	botanical	
https://id.biodiversity.org.au/name/lichen/30020830	genus	Ampliotrema Kalb	Ampliotrema				Kalb	botanical	
https://id.biodiversity.org.au/name/lichen/30022575	species	Ampliotrema auratum (Tuck.) Kalb		Ampliotrema	auratum		(Tuck.) Kalb	botanical	nom. inval.
https://id.biodiversity.org.au/name/lichen/30022576	species	Ampliotrema auratum (Tuck.) Kalb		Ampliotrema	auratum		(Tuck.) Kalb	botanical	
https://id.biodiversity.org.au/name/lichen/30016405	genus	Amygdalaria Norman	Amygdalaria				Norman	botanical	
https://id.biodiversity.org.au/name/lichen/30016406	species	Amygdalaria pelobotryon (Wahlenb.) Norman		Amygdalaria	pelobotryon		(Wahlenb.) Norman	botanical	
https://id.biodiversity.org.au/name/lichen/30022047	genus	Anaptychia Körb.	Anaptychia				Körb.	botanical	
https://id.biodiversity.org.au/name/lichen/30022050	species	Anaptychia angustiloba (Müll.Arg.) Kurok.		Anaptychia	angustiloba		(Müll.Arg.) Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022051	species	Anaptychia appendiculata Kurok.		Anaptychia	appendiculata		Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022053	species	Anaptychia chilensis Kurok.		Anaptychia	chilensis		Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022054	species	Anaptychia comosa (Eschw.) A.Massal.		Anaptychia	comosa		(Eschw.) A.Massal.	botanical	
https://id.biodiversity.org.au/name/lichen/30022057	species	Anaptychia diademata (Taylor) Kurok.		Anaptychia	diademata		(Taylor) Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022059	species	Anaptychia dissecta Kurok.		Anaptychia	dissecta		Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022056	species	Anaptychia flabellata (Fée) A.Massal.		Anaptychia	flabellata		(Fée) A.Massal.	botanical	
https://id.biodiversity.org.au/name/lichen/30022055	variety	Anaptychia flabellata var. corcovadoensis Kurok.		Anaptychia	flabellata	corcovadoensis	Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022060	species	Anaptychia fragilissima Kurok.		Anaptychia	fragilissima		Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022061	species	Anaptychia hypocaesia Yasuda		Anaptychia	hypocaesia		Yasuda	botanical	
https://id.biodiversity.org.au/name/lichen/30022063	species	Anaptychia japonica (Sato) Kurok.		Anaptychia	japonica		(Sato) Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022079	variety	Anaptychia japonica var. reagens Kurok.		Anaptychia	japonica	reagens	Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022066	species	Anaptychia leucomelaena (L.) A.Massal.		Anaptychia	leucomelaena		(L.) A.Massal.	botanical	
https://id.biodiversity.org.au/name/lichen/30022069	form	Anaptychia leucomelaena f. albociliata (Nyl.) Hue		Anaptychia	leucomelaena	albociliata	(Nyl.) Hue	botanical	
https://id.biodiversity.org.au/name/lichen/30022068	variety	Anaptychia leucomelaena var. angustifolia (Meyen & Flot.) Müll.Arg.		Anaptychia	leucomelaena	angustifolia	(Meyen & Flot.) Müll.Arg.	botanical	
https://id.biodiversity.org.au/name/lichen/30022067	variety	Anaptychia leucomelaena var. multifida Vain.		Anaptychia	leucomelaena	multifida	Vain.	botanical	
https://id.biodiversity.org.au/name/lichen/30022071	species	Anaptychia microphylla (Kurok.) Kurok.		Anaptychia	microphylla		(Kurok.) Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022072	species	Anaptychia obscurata (Nyl.) Vain.		Anaptychia	obscurata		(Nyl.) Vain.	botanical	
https://id.biodiversity.org.au/name/lichen/30022070	species	Anaptychia ophioglossa (Taylor) Kurok.		Anaptychia	ophioglossa		(Taylor) Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022073	species	Anaptychia podocarpa (Bél.) A.Massal.		Anaptychia	podocarpa		(Bél.) A.Massal.	botanical	
https://id.biodiversity.org.au/name/lichen/30022064	species	Anaptychia propagulifera Vain.		Anaptychia	propagulifera		Vain.	botanical	
https://id.biodiversity.org.au/name/lichen/30022075	species	Anaptychia pseudospeciosa Kurok.		Anaptychia	pseudospeciosa		Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022088	variety	Anaptychia pseudospeciosa var. tremulans (Müll.Arg.) Kurok.		Anaptychia	pseudospeciosa	tremulans	(Müll.Arg.) Kurok.	botanical	
https://id.biodiversity.org.au/name/lichen/30022046	species	Anaptychia ravenelii (Tuck.) Zahlbr.		Anaptychia	ravenelii		(Tuck.) Zahlbr.	botanical	
https://id.biodiversity.org.au/name/lichen/30022080	species	Anaptychia speciosa (Wulfen) A.Massal.		Anaptychia	speciosa		(Wulfen) A.Massal.	botanical	
https://id.biodiversity.org.au/name/lichen/30022084	form	Anaptychia speciosa f. sorediifera (Müll.Arg.) Zahlbr.		Anaptychia	speciosa	sorediifera	(Müll.Arg.) Zahlbr.	botanical	
https://id.biodiversity.org.au/name/lichen/30022083	form	Anaptychia speciosa f. sorediosa (Müll.Arg.) Zahlbr.		Anaptychia	speciosa	sorediosa	(Müll.Arg.) Zahlbr.	botanical	
https://id.biodiversity.org.au/name/lichen/30022049	variety	Anaptychia speciosa var. angustiloba (Müll.Arg.) Zahlbr.		Anaptychia	speciosa	angustiloba	(Müll.Arg.) Zahlbr.	botanical	
