taxonID	scientificName	taxonomicStatus	acceptedNameUsage
https://id.biodiversity.org.au/instance/lichen/30053270	Cetraria chlorophylla (Willd.) Vain.	nomenclatural synonym	Tuckermannopsis chlorophylla (Willd.) Hale
https://id.biodiversity.org.au/instance/lichen/30053271	Cetraria scutata Poetsch	taxonomic synonym	Tuckermannopsis chlorophylla (Willd.) Hale
https://id.biodiversity.org.au/instance/lichen/30051399	Dolichousnea (Y.Ohmura) Articus	taxonomic synonym	Usnea Adans.
https://id.biodiversity.org.au/instance/lichen/30051414	Eumitria Stirt.	taxonomic synonym	Usnea Adans.
https://id.biodiversity.org.au/instance/lichen/30052099	Neuropogon Nees & Flot.	taxonomic synonym	Usnea Adans.
https://id.biodiversity.org.au/instance/lichen/30053288	Neuropogon acromelanus (Stirt.) I.M.Lamb	nomenclatural synonym	Usnea acromelana Stirt.
https://id.biodiversity.org.au/instance/lichen/30053289	Neuropogon acromelanus var. decipiens I.M.Lamb	taxonomic synonym	Usnea acromelana Stirt.
https://id.biodiversity.org.au/instance/lichen/30053290	Usnea acromelana var. decipiens (I.M.Lamb) I.M.Lamb	taxonomic synonym	Usnea acromelana Stirt.
https://id.biodiversity.org.au/instance/lichen/30053291	Usnea undulata Stirt.	taxonomic synonym	Usnea angulata Ach.
https://id.biodiversity.org.au/instance/lichen/30053292	Usnea torquescens Stirt.	taxonomic synonym	Usnea angulata Ach.
https://id.biodiversity.org.au/instance/lichen/30053293	Neuropogon antarcticus (Du Rietz) I.M.Lamb	nomenclatural synonym	Usnea antarctica Du Rietz
https://id.biodiversity.org.au/instance/lichen/30053294	Usnea sulphurea var. sorediifera (Cromb.) Vain.	taxonomic synonym	Usnea antarctica Du Rietz
https://id.biodiversity.org.au/instance/lichen/30053295	Usnea insularis (Lamb.) C.W.Dodge	taxonomic synonym	Usnea antarctica Du Rietz
https://id.biodiversity.org.au/instance/lichen/30053296	Usnea crombiei (Lamb.) C.W.Dodge	taxonomic synonym	Usnea antarctica Du Rietz
https://id.biodiversity.org.au/instance/lichen/30053297	Usnea crombiei var. sublaevis C.W.Dodge	taxonomic synonym	Usnea antarctica Du Rietz
https://id.biodiversity.org.au/instance/lichen/30053298	Usnea propulagifera C.W.Dodge	taxonomic synonym	Usnea antarctica Du Rietz
https://id.biodiversity.org.au/instance/lichen/30053299	Usnea articulata var. intestiniformis (Ach.) Cromb.	taxonomic synonym	Usnea articulata (L.) Hoffm.
https://id.biodiversity.org.au/instance/lichen/30053300	Usnea contexta Motyka	taxonomic synonym	Usnea articulata (L.) Hoffm.
https://id.biodiversity.org.au/instance/lichen/30053301	Usnea capillacea Motyka	taxonomic synonym	Usnea articulata (L.) Hoffm.
https://id.biodiversity.org.au/instance/lichen/30054385	Eumitria baileyi Stirt.	nomenclatural synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053303	Eumitria implicata Stirt.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053304	Usnea implicata (Stirt.) Zahlbr.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053305	Eumitria formosa Stirt.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053306	Usnea formosa (Stirt.) Zahlbr.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053307	Usnea barbata var. asperrima Müll.Arg.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053308	Usnea percava f. asperrima (Müll.Arg.) J.Steiner	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053309	Eumitria asperrima (Müll.Arg.) Vain.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053310	Usnea barbata var. tasmanica Müll.Arg.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053311	Eumitria tasmanica (Müll.Arg.) Vain.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053312	Usnea tasmanica (Müll.Arg.) Zahlbr.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053313	Usnea barbata var. substrigosa Müll.Arg.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053314	Usnea dasypogoides var. substrigosa (Müll.Arg.) Zahlbr.	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053315	Usnea eizanensis Asahina	taxonomic synonym	Usnea baileyi (Stirt.) Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053316	Usnea molliuscula Vain.	taxonomic synonym	Usnea bismolliuscula Zahlbr.
https://id.biodiversity.org.au/instance/lichen/30053317	Usnea confusa Asahina	taxonomic synonym	Usnea cornuta Körb.
https://id.biodiversity.org.au/instance/lichen/30053318	Usnea undulata Stirt.	taxonomic synonym	Usnea dasaea Stirt.
https://id.biodiversity.org.au/instance/lichen/30053319	Usnea neoguineensis Asahina	taxonomic synonym	Usnea himantodes Stirt.
https://id.biodiversity.org.au/instance/lichen/30053320	Usnea neoguineensis var. gracilior Asahina	taxonomic synonym	Usnea himantodes Stirt.
https://id.biodiversity.org.au/instance/lichen/30054386	Usnea squarrosa Vain.	nomenclatural synonym	Usnea hossei var. squarrosa (Vain.) G.N.Stevens
https://id.biodiversity.org.au/instance/lichen/30053322	Usnea dasypogoides var. angulosa Müll.Arg.	taxonomic synonym	Usnea inermis Motyka
https://id.biodiversity.org.au/instance/lichen/30053323	Usnea angulosa (Müll.Arg.) Motyka	taxonomic synonym	Usnea inermis Motyka
https://id.biodiversity.org.au/instance/lichen/30054387	Usnea queenslandica Motyka	nomenclatural synonym	Usnea molliuscula subsp. queenslandica (Motyka) G.N.Stevens
https://id.biodiversity.org.au/instance/lichen/30053325	Usnea straminea Müll.Arg.	taxonomic synonym	Usnea nidifica Taylor
https://id.biodiversity.org.au/instance/lichen/30053326	Usnea chaetophora subsp. propinqua Stirt.	taxonomic synonym	Usnea nidifica Taylor
